@relation I__fullcorpus_sentence_coae2014

@attribute text string
@attribute @@class@@ {0,1}

@data
'把 以前 转 的 也 翻出来 了 ， 这个 也 好看 ， 秀气 些 ， 戒面 啊 戒面 。 。 。 喜欢 上 纯色 翡翠 的 戒',1
'天然 缅甸 金珀 手串 ， 油性 好 ， 底子 干净 ， 性',1
'一起 加',1
'大 个 翡翠 比小',1
'小 富婆 ， 这翡',1
'三星 还是 手',1
'新请 的 冰底 飘花 翡翠 观音 … 好 漂亮 ， 好 喜欢 。 如获至宝 啊',1
'天然 红翡   翡翠 龙牌 挂件 ！ 老坑 冰 糯种 ， 无裂纹 ， 玉质 紧密 刚坚 ， 色泽 浓郁 ， 罕见 的 色泽 搭配 。 红翡 纯天然 红褐色 ， 润泽 起光 。 雕工 精湛 一流 ， 猛龙 线条 刚劲 ， 腾空而起 ， 尽显 威猛 霸气 。 世上 仅 此 一件 ， 值得 拥有 ！ 长   51  ',1
'艺术品 的 收藏 与 投资 目前 处在 发展 阶段 ， 翡翠 首饰 和 翡翠 艺术品 都 具有 投资 价值 ， 关键 是 鉴别 其 真伪 。 法国 古 名 珠宝 义乌 店 总经理 黄先生 说 ： 评价 翡翠 优劣 的 先后顺序 是 色 、 种 、 质 、 工 。   颜色 是 决定 翡翠 价值 的 重要 因素 ， 差一点',1
'黄金 、 钻石 、 红宝石 、 翡翠 ， 打',1
'神器 还 没到 ！ 发现 三星 的 这款 自拍 神器 还 凑合 ！ 自从 买 了 手机 就 从没 拿 相机 拍过 了 ！ 好 多功能 ！ 慢慢 摸索 ！ 还 不',1
'顶级 翡翠 ： 玻璃 种 ， 种色 俱佳',1
'真的 非常 不错 哦 ， 天然 翡翠 才 卖 79 .',1
'不错 的 显示器 ， 三星 的 产品 很少 会 让 人 失望 ， 而且 我 最',1
'白底 青 翡翠 俏色 百合',1
'我 最近',1
'我家 刚回来 的 心形 翡',1
'深邃 晶莹 、 含蓄 隽永 的 翡翠 ， 蕴涵着 千年 玉石 文化 的 精髓 ， 传世 翡翠 雕件 在 传承 了 中国 古典 文化 深厚 底蕴 的 同时 ， 又 融入 了 时尚 与 创新 的 元素 。 这件 金 750 镶嵌 翡翠 挂 坠 色感 翠绿 ， 细腻 温润 ， 钻石 镶嵌 坠有 流苏 ， 古典 与 时尚 完美 融合 ， 仿若 穿越',1
'清末 ， 翡翠 缠枝 菊花 纹 环耳扁 盖 瓶 ，   清末 玉雕 中 材质 精良 、 做工 精湛 佳品 ，',1
'翡翠 观音 头 雕刻 的 好 精致 ， 好 漂亮 志敬 zj   我 在 : http : / / t . cn',1
'少见 的 心型 翡翠 ， 小巧 时尚 的 设计 ， 戴 在 纤纤玉手',1
'玻冰种 飘花 翡翠 ， 工 很 好 ， 几乎 无裂 无棉 ， 上品 货色 ！ 8 千是 绝对 可以 到 的 。 收 了 吧',1
'三星 那个 手机 的 广告 真的 很 好 么 ！ ！ ！ 一个 人 拿 着 手机 说 半天 的话 ， 关键 是 普通话 还 不 标准 ~   喜欢 他 有 100 个 理由 ， 妈妈 再也 不用',1
'哈哈 ， 买 保险 的',1
'还有 一种 黑 翡翠 。 在 玻璃 底上 后期 渗入 碳 元素 至色 。 像 一幅 水墨画 ！ 很 有 意境 ！ 很 美 ！ 近期 关注 人越 来',1
'朋友 从 缅甸 回来 送 了 一只 翡翠 镯 , 被 女儿 占为己有 , 翡翠 有 灵性 , 希望',1
'客户 朋友 是 做 玉石 生意 的 ， 今天 寄 来 布料 ， 顺带 寄 来 一个 她 亲手 编 的 缅甸 玉 小苹果 包包 挂件 ， 好开心 ， 包包 是 姐姐 送 的 。 她 说 ， 包包 颜色 很 沉稳 ， 翡翠 显而 不露 ， 搭配 在',1
'好 少女 哟 ！ 可是 好 喜欢 这个 啊 ～ 绿色 的 翡翠 大美 啊 = ￣ ω ￣ = ！ （ 我 到底 是 有 多',1
'从 云南 回来 ， 爱上 了 翡翠 、 普洱 ， 爱上 了',1
好,1
'纯手工 编织 打造 的 k 金 镶嵌 宝石 （ 红宝 和 翡翠 ） 小 如意 ， 可作 吊 坠 亦可 作胸針 。 此 乃 “ 燕京 八绝 ” 之一 的 “ 花丝 工 ” 编织 手艺 ， 精致 到 让 人愛不 释手 。 有 意向 收',1
'有人 切到 一快 极',1
'很 美艳 的 感觉 ， 色泽 极其 鲜明 ， 佩戴 起来 极为 醒目 ， 宛若 彩蝶 翩跹 于 您 的 颈项       ：     糯冰种 红 黄翡 缅甸 翡翠 a 货 蝴蝶 挂件       高 ： 58.2 mm   宽 ： 37.9 mm   厚 ： 13.3 mm     ， 特',1
'很 喜欢 的 翡翠 小 豆荚 ， 绿绿的 ， 棉质 少 ， 而且 还 很 透亮 ， 起 荧光 … … 佩戴 效果 很 理想 …',1
'此枚 天然 翡翠 雕 “ 大肚 笑口佛 ” 配 钻石 吊坠 造型 可爱 ， 寓意 吉祥 ， 翠绿 晶莹 且玉身 浑厚 ， 非常 讨喜 。 （ 更 多 精彩 珠宝 时尚资讯',1
'让 我 整天 念念不忘 的 翡翠 镯 ， 满色 帝王 绿 ， 种细 幼洁泛 绿光 ， 一出场 便 吸住 我 的 眼球 ， 一整套 同色 镶 钻 吊 坠 和 戒',1
'极品 水 沫子 升值 空间 巨大 ， 仿佛 当年',1
'汤灿 应该 很 爱 翡翠 ， 见 过 她 佩戴 的 满绿 镯子 ， 价值 不菲 。 翡翠 有 光泽 却 不 夺人 视线 ， 温润 碧透 、 高贵 无暇 ， 一切 都 那么 自然 和谐 ， 让 人 蒙生 喜爱 之   心 。 但愿 每个 女人 都 成为 翡翠 天使 ， 洁白无瑕 或青',1
'三星 真是 争气 ， 已 成为 全球 第一 大 手机 供应商 。 不愧 我 每次 讲课 时 都 拿 三星 做 案例',1
'le2007   给 你 欣赏 一下 她家 的 仿古 翡翠 ， 糯种 的 ， 不贵 的 ， 因为 没 广告 也 不会 有人 抢 ， 雕工 都 是 比较 细腻 的 。 第一排 起 ， 鸳鸯 发簪 ， 大白菜 摆件 。 第二排 起 ， 羊头 玉杯 ， 心经玉简 。 第三排 起 ， 长寿 决玉简',1
'很 好 的 红绳 ， 非常 的 喜欢 乐善 居   手工 编织 红绳 手链   男女   翡翠 莲藕 节 手链   本命年   红绳   饰品 ￥',1
'魅族 手机 首先 是 品质 好 ， 质量 不用 担心 ， 屏幕 非常 惊人 ， 全球 最窄 边框 ， 硬件 方面 很 出色 ， 摄像头 较 之前 有 了 很 的 提升 ， 成像 效果 很 惊艳 ， MX2 的 成像 效果 应该 不 次于 甚至 超越 了 iPhone5 . 魅族 是 我们 国人 的 骄傲 ， 魅族 手机 已经 具备 了 国际 水平 ， 完全 不比 三星 、 htc 之类 的 质量 差 。 而且 魅族 全新 的 解锁 方',1
'灵 珠宝   从 蓝色 火焰 到 东方 翡',1
'保险 基本 意义 在于 让 我们 每 一个 人 老 有所 依 ， 少 有所 养 ， 壮 有所 靠 ， 让 我们 每 一个 家庭 享受 到 内',1
'我 现在 的 手机 。 。 再 怎么 也 是 三星 的 哈哈   。 是不是 很 小巧 很 可爱 阿 ～   說 的 迪崽是 哪個頔 - 頔 崽',1
'非常 漂亮 的 翡翠 ！ 而且 工作人员 都 超级 负责 特意 从 深圳 赶过来 ！ 非常 感',1
'我 推荐 平安 的 ， 比 人寿 强 。 最 主要 找个 负责 的 保险 员 。 有 助学 险 还有 种 储蓄 的 。 储蓄 的 那个 很适',1
'很 有 味道 创意 的 一块 五彩 亚光 翡翠 ， 反面 的 原石 充满 了 岁月 的 沧桑 ， 残垣断壁 的 苍凉 和 古意 越发 衬托 正面 霸气 凛',1
'翡翠 的 美丽 很 醇厚 ， 也 很 纯粹 。 平和 温婉 ， 沁人心脾 。 无论 独挑大梁 ， 单独 呈现 ； 抑或 是 简单 串联 ， 还是 与 其他 宝石 、 贵金属 组合 ， 其 独有 的 平和 之美 ，',1
'冰玻种 晴水 缅甸 翡翠 a 货 戒面   冰玻种 的 质地 ， 明净 如 湖水 般的 水头 ；',1
'大 师姐 的 这款 翡翠 藏品 成色 太',1
'勤奋 的 好 童鞋 ~ 喜欢 红宝 、 蓝宝 和 珊瑚 ， 其他 的 没有 太多爱 ， 其实',1
'我 真是 越来越 喜欢 这套 翡翠 衣 。 。 。 我 美好 的 孙 巴巴 [',1
'三星 i',1
'是 的 ， 三星 非常 非常 强大 ， 强大 到 韩国政府 都 非常 忌惮 却 又 无可奈何 。 电子 ， 只是 小小的 一部分 ， 当然 最 赚钱 ， 可是 对于 三星 这样 的 帝国 ， 赚钱 已经 不是 最 重要 的 了 。 苹果 和 三星 比 ， 只是 小孩 。   《 三星 共和国 另一面 》   ( 来自   机 新浪网 )   http : / / t . cn',1
'新手机 华丽 丽地 到 了 ， 三星 GalaxyNote2 , 自付 无 套餐 ， 老公 说 ， 这不像 你 的 风格 嘛 。 一直 坚持 能 免费 就 免费 的 原则 ， 用 的 是 功能 简单 的 入门 机 ， 不过 现在 真的 觉得 自己 out 了 ， 科技 可是 第一 生产力 啊 ！ 换 一部 smart 的 手机',1
'这 不仅仅 是 翡翠 ， 这是 艺术品 。 雕刻 比 作画 更难 ， 需要 充分运用 原料 ， 利用 瑕疵 化腐朽为神奇 ， 意境 深远 ， 令人 拍案叫绝',1
'黄翡 a 货玉 手镯   鲜活 灵动 令人 心旷神怡',1
'想当初 我 的 白色 翡翠 变翠',1
'冰 玻 种质 地水润 通透 ； 精巧 包围 式 伴 钻 设计 ， 时尚 动感 ； 冰玻种 缅甸 翡翠 镶 九 k',1
'冰种 翡翠 给人以 冰 一样 的 感觉 ， 清清爽爽 ， 这 一丝 朦胧 的 清凉 之美 。 冰种 翠色',1
'哈哈 ， 三星 手',1
'a 货 啊 … 翡翠 叶子 啊 … …   大业 啊 … … 羡慕 嫉妒 恨 啊',1
'新出 的 智能机 ！ 双卡 双待 ！ 牛逼到 家 了 ！ 什么 苹果 ， 三星 ， HTC 滚 远远 的 ！ ！ 都 不是 事 ！ 谁 敢 说 自己 的',1
'刚刚 做 的 翡翠 戒指 ！   喜欢 ！',1
'好好 漂亮 的 翡翠 , 好稀饭 耶 , 谢谢 果果 麻麻 翅 蜗牛 Ella   , Good   night , see   you  ',1
'一块 价值 162 万 的 ， 心形 的 翡翠 ， 的确 漂亮 。 等 咱 有了钱 ， 买下来 ， 将 它',1
'时尚 的 爱 翡翠 ， 超值 的 价格 ， 可遇 不可 求 ， 机会难得 ， 不 容错过 ！ ir 吹',1
'这才 是 真正 的 冰种 ！ 还有 水头 ， 还有',1
'三星 手机 也 是 很 适合 拿来 各种 摔 的 ， 平均 一周 刷 两回 的 情况 下 我 的 手机 仍然 坚强 地 活着 。 。 该 睡觉 ， 只',1
'哈哈 粑 粑 我 最 爱 你',1
'保险 基本 意义 在于 让 我们 每 一个 人 老 有所 依 ， 少 有所 养 ， 壮 有所 靠 ， 让 我们 每 一个 家庭 享受 到 内心 安详 的 幸福',1
'沉香 翡翠 手链 — — 越南 沉水 沉香 ， 配以 一大 一小 两颗 翡翠 ， 点缀 血珀 盘珠 ， 大气 ， 质朴 ， 沉稳 。 光 从 观感 上 就 觉得很有 质感 ， 朴实 中透 着 高雅 ， 再 加上 沉香 天然 的 温醇 香味 ， 使 佩戴 者 更加 气质 。 【 有 喜欢 的 朋友 欢迎 私信 或加 qq249546',1
'这 雕花 做 的 真心 不错 ， 翡翠 无价 ， 手工艺 的 精湛 程度 也 最终',1
'罕见 的 工艺 与 中国 图腾 的 完美 融合 ， 成就 了 此款 文化 与 品质 共存 的 精美 翡翠 作品 。 戒指 中 镶嵌 着 名贵 翡翠 ， 那 一抹 盈盈 欲滴 的 翠绿 ， 召唤 起',1
'冰种 飘花 缅甸 翡翠 包 白金 扣福瓜 挂件   水润 悠长 的 冰 种质 地 ， 种',1
'医疗保险 真是 好 ， 此次 生病 费用 其 承担 了 2 / 3 ， 大大减少 了 偶 的 经济负担 ，',1
'有没有 很萌 啊 ， 本人 { 蒙 人 } 一玫 哈哈 ， 这 是 用 三星 大 手机 拍 的 ， 虽然 很 失真 但是 美到 自己',1
'水头 非常 不错 的 小猴 缠桃 ！ 实物 比 相片 更 漂亮 噢 ！ 喜欢 的',1
'幸福 是 什么 ？ 一个 人 如果 可以 “ 福禄双全 ” ， 是不是 特别 幸福 ？ 特别 令人羡慕 ？ 在 翡翠 雕件 中 ， 葫芦 谐音 “ 福禄 ” ， 寓意 “ 福禄双全 ” 。 这件 通灵 传世 翡翠 “ 福禄双全 ” 翠件 ， 葫芦 蒂 弯曲 成 如意 状 ， 寓意 事事如意 。 叶片',1
'一直 觉得 三星 手机 的 色彩 很 奇怪 ， 原来 是 RGB 排列 方式 的 问题 ， 好处 是 可以 降低成本 增长 屏幕 寿命 （ 色次 像素',1
'雨天 ， 拍摄 感悟 ， 三星',1
'我刚 加入 了   国 平安 人寿保险 集团   的 微群   “ 平安保险 ”   挺不错 的   http : / / t . cn / aCzyIU  ',1
'晶莹剔透 的 冰 玻种 ， 雪花 般 漫天 飞舞 的 棉 让 你 有 一种 异样 的 美感 ， 在 这 炎热 的 夏日 倍感 清凉 。 冰玻种 晴水 缅甸 翡翠 a 货佛',1
'春天 花会 开 ， 清代 宫廷 首饰 的 清新 之作 ， 嵌 珠翠 花卉 金质 耳环 一对 。 此 耳环 以 红宝石 、 翡翠 、 粉色 碧玺 组成 花叶 ，',1
'喜欢 三星 艳丽 的 高清 大屏幕 ， 喜欢 三星 的 性价比 ， 喜欢 三星 的 外观设计 ， 我用 的 手机 是 三星 g3 ， 求 一枚 原装 电池 T - - - luo   abyEGG103  ',1
'三星 9300 尹恩惠 用 的 手机',1
'相于 翡翠 而言 ， 我 更 喜欢 和',1
'玩 啊 你 胖 感觉 还',1
'回复   : 翡翠 的 美 ， 让 人 心醉 痴狂 ， 个人 觉得 ， 学到 很多 ， 能 让 人 深',1
'某 朋友 说 她 父亲 擅长 “ 赌石 ” 且 从未 失手 ， 曾经 100 万买 了 块 石头 ， 劈出 冰種 琉璃 帝皇 綠 翡翠 ， 卖 了 10 个 亿 ， 真的假 的 ？ ！ 俺 乡下人 长见识了 ！ 洋非诚 勿扰',1
'漂亮 不 ？ 你 之前 也 是 紫色 的',1
'腾冲 这 几天 长 了 好多 玉 的 知识 ， 黄金 有 价玉 无价 ， 在 这里 什么样 的 翡',1
'其实 现在 三星 的 手机 也 不错 哈 \' 起码 google   map',1
'刚买 的 一块 翡翠 ＂ 玻璃 种',1
'我 喜欢 【 莹玉阁 - 缅甸 a 货 翡翠 冰玻种 浅绿 玉观音 头 吊 坠 489 带 证书 保平安 观音 】 这个 宝贝 ！ 【 】 ( 分享 自   宝',1
'玻璃 种',1
'虽然 都 不是 什么 正阳 绿牛 逼 XX 的 种水 。 但是 小巧 莹润 的 还是 很 可爱',1
'翡翠 果然',1
'金绞密 , 肥厚 叶子 . 从 翡翠 工 演化 过来 的 豆子 , 终于 到 了 炉火纯青 的 工艺 . 符合中国 美的 胖 叶子 , 俏皮 可爱 . 尺寸 : 40',1
'很 喜欢 的 带 雪花 棉 的 翡翠 ，',1
'实践证明 ， 三星 手机 还是 很 扛 摔 的 。 个人',1
'台湾 馆里 好 东西 真 多 ， 走不动 道 了 ， 现在 还 在 回忆 那 只 浓粉 紫 的 镯子 ， 可惜 不让 拍照 。 我 感叹 时 ， 旁边 有个 外国 帅哥 也 附和 着 说 ， ＂ 真 养眼 啊 ！ ＂ ， 翡翠 之美 打',1
'没见 过 这么 绿 的 翡翠 。 主人 说 她家',1
'三星 的 产',1
'现在 无论是 炫丽 夺目 的 翡翠 , 还是 温润 的 和田玉 , 价值 已经 不',1
'吼吼 ~ ~ 这 就是 我 的 下 一部 手机 。 大爱 三星 GALAXY   S4 ！',1
'和 美 天下 珠宝网 请 天下 爱翠之人共赏 极品 翡翠 宝贝 ： 玫瑰 金 镶 钻 玻璃 种强 荧',1
'我 一直 很 喜欢 翡',1
'我 收到 圣诞礼物 哇     B 青年 黄大鼻   大妹 屎 送给 我 价值 不菲 的 翡翠',1
'最近 瞧 上 一只 翡翠 手镯 ， 玉质 细腻 ， 通透 可人 ， 称得 玲珑 。 我 已经 有些 年 没见 过 这般 可人 的 翡翠 了 。 就是 有 那么 一道 瑕疵 ， 虽然 不是 很 明显 ， 但 实在 有种',1
'MX2 是 目前 最好 的 手机 ， 无论 哪 方面 ！ 我 宣告 ： 三',1
'# GALAXY   S Ⅲ 追色 行动 #   石榴 红 的 三星 GALAXY   S Ⅲ ， 石榴 红 的 小 浆果 ， 都 给 人 特别 醒目 的 颜色 ， 让 我们 爱 之 不尽 ！ 星 手机 官网   笑 人生 花园   雅 0',1
'本命年 麻麻 给 买 的 红绳 手链 ～ 本来 说串 金子 的 ， 可是 我 真 不 喜欢 那 金灿灿 的 家伙 ， 俗气 ～ 还是 玉 适合 我 ， 低调 地 奢华 ～ 翡翠 的 小知 了 ， 和 俩 小 路路通 保佑 我顺',1
'这么 神 啊 ， 这个 手机 多少 钱 哪 。 三星 近',1
'诺基亚 Wp8 手机   Lumia920   发布 。 让 我们 期待 后 诺基亚 时代 ~   4.5 英寸 屏幕   wxga 分辨率   2000mah 大容量 电池 ~ 关键 的 亮点 在 与   lumia920 支持 无线 充电 ！ ！ ！ 没错 ！ ！ ！ 是 无线 充电 ！ ！ ！ 还有 街 拍 模式 可以 直接 在 相机 中 搜索 周边 景物 信息 包括 道路 餐馆 。 这种 神器   在 这时候 发布 ， 对 苹果 htc 三星 市场',1
'翡翠 猫咪 ， 两用 的 ， 种 水色 的 表现 都 很',1
'天然 萌 自然 呆 ， 翡翠',1
'今天 收到 礼物 啦 … 翡翠 挂件 ， 非常 喜欢 ocolo',1
'手机 被 我 一脚 踢 下桥 ， 幸亏 下面 没水 ， 直接 摔散 了 ， 但 组装 起来 还 能 用 。 。 。 看来 三星 还 挺 耐 摔 的 嘛',1
'最近 发现 各大 主流 购物 网站 的 服务 都 越来越 贴心 了 ， 包括 卓越 的 晚间 送货 服务 、 预约 送货 服务 、 淘宝 七天 无 理由 退换 服务 以及 运费 保险 服务 ， 都 是 相',1
'相较 于 钻石 ，',1
'缤纷多彩 的 小蛋面 ， 组合成 清润 透亮 、 玲珑 别致 的 戒指   ：     冰种 三彩 缅甸 翡翠 银 镀金 花形 戒指       内径 ： 16.8 mm   裸 ： 高 ： 30.6 mm   宽 ： 20.6 mm   厚 ： 10.7 mm',1
'好 透 的 翡翠 哦 ， 玻璃 种 ， 极品 。 不过 看着 都 不 像',1
'现有 钻石 翡翠 手链 一条 ， 做工 很 精细 ， 镶嵌 5 粒 翡翠 及 百余 颗 钻石 ， 18k 玫瑰 金质 地 ， 适',1
'我 是 白羊 星座 男   我 就是 GALAXY .   喜欢 全 键盘 手感 很棒 ， 家里 电器 多数 是 三星 的 amburgerpoon   星 手机 官网   星 手机 迷   Joann',1
'以后 三星 手机 可以 当',1
'如今 在 做 互联网 终端 的 行业 上 ， 手机 的 更新 速度 犹 之 最快 ， 很多 企业 都 在 拼 硬件 ， 却 忽略 了 研发 和 自主 创新 ， 没有 自己 强大 特长 的 企业 怎能 和 其他 企业 竞争 ？ 手机 硬件 四大 项 : 屏幕 ， CPU ， 外观 ， 系统 。 不 自主 研发 ， 一味 靠 进口 只会 被 别人 牵着鼻子 走 ， 三星 的 屏幕 ， CPU 做 的 很 不错 ， 苹果 的 系',1
'很 独特 的 紫罗兰 翡翠 首饰 ， 暖暖的 紫色 ， 温柔 宁静 ， 令人 如沐春风   ：     糯冰种 紫罗兰 缅甸 翡翠 a 货镶 玫瑰 金 路路通 胸坠     裸 ： 直径 ： 25.1 mm   厚 ： 10mm   包金 总长 ： 46.1 mm   裸 ： 直径 ： 26mm   厚 ： 9.2 mm   包金 总',1
'还是 用',1
'翡翠 色泽 圆润 , 温和 却 不失 高贵 , 好像 一个 寂寞 门庭 里 的 优雅 女子 , 独自 快乐 , 独',1
'今天 是 顺妞妈 生日 ， 顺妞爸 给 的 礼物 是 三星 SIII 手机 一部 ， 呵呵 ， 以后 给 顺妞 拍照 摄像 一',1
'神玉 艺术馆 馆藏 精品 — — “ 龟兆 吉祥 ” 翡翠 大 笔洗 。 器型 硕大 ， 造型 独特 ， 翠质 上乘 。 作者 巧妙 利用 俏色 ， 将 底子 上 的 黄 翡以 写实 手法 雕琢 成 五只 大大小小 的 金龟 。 大家 结伴 来到 水塘 边 饮水 ， 有 的 小心翼翼 ， 有 的 跃',1
'老妈 花 了 血本 送 我 的 翡翠 镯',1
'# 大 手机 显脸 小 #   看 了 介绍 的 三星 手',1
真,1
'润翠堂 精品 翡翠 : 又 一款 漂亮 透亮 的 冰种 布袋 佛 ， 总有',1
'目前 社会 \' 您 可以 拒绝 一切 \' 但 您 不能 拒绝 保险 \' 因为 一 但 风险 来临 \' 您 会 为 当初 的 决定 后悔莫及 \' 作为 家庭 支柱 您 不能 没有 保险 \' 因为 您 的 健康 才 是 家人 最大 的 希望 \' 一旦 风险 来临 \' 灾难 会殃',1
'今年 匡时 春 拍 推出 了 一件 翡翠 精品 ， 为 高 28 厘米 的 清乾隆 翡翠 圆雕',1
'一件 集上 等 石料 和 精湛 刀工 于 一体 的 玉器 艺术品 是 绝对 值得 广大 翡翠 收藏家 、 爱好者 、 商家 们 品鉴 和 收藏 的 。 而 翡翠 作为 玉石 的 一个 特殊 品种 ， 其 市场潜力 也 一直 是 被 广大 翡翠 收藏家 、 爱好者 、 商家 们 所 看好 的 。 欢迎 进入 可获 更 多 本店 精品 摆件 细',1
'无论 怎么 看 ， 还是 喜欢 三星 i9300 。 等 着 吧 ， 你 早晚',1
'新近 上手 的 玻璃 种满 绿 翡翠 镶 钻 坠 。 这年头 ， 碰上 这样 的 货 十分 难得 啊 ！ 现在 大批 的 投资热 钱 进入 了 中国 的 玉器 收藏 领域 ， 导致 这 两年 翡翠 和 和田玉 的 价格 飞涨 ， 已经 大大 超出 了 理性 的 涨幅 。 真正 的 收藏家 越来越少 ， 性价比 好 的',1
'# Jadeite ## 翡翠 #   翡翠 为 宝玉石 中寒 精 , 以 冰冷 至极 凝结 而成 , 一种 冷艳 之美 , 一种 产自极 寒之极 美 , 是 东方 珠宝 文化 之 杰出代表 .   附图 : 极品 老坑种 翡翠 珠链 , 由 111 颗 祖母绿 级 翡翠 珠子 组成 .',1
'刚才 我 的 三星 手机 从近 两米 的 床上 摔下来 , 还是 滑盖 状态 , 还是 好 的 , 谁 说 只有 诺基亚 耐',1
'三星 的 手机 可以 和 卡西欧 的 自拍 神器 媲',1
'# 大爱 Note Ⅱ #   唯独 喜欢 这 一款 ， 等 有钱 了 就 换 三星 手机 苗 ___',1
'高冰 种蛋 面 翡翠 蝴蝶 戒指 一枚 ， 香港 设计 ， 缅甸 灰翡 ， 圣',1
'天然 翡翠 貔貅 挂件 ， 自来 环 的 设计 ， 少见 ， 没有 瑕疵 ， 细腻 水润 光泽 好 ， 貔貅 身材 滚圆 ！ 超级 招',1
'亲爱 的 手机 到手 了 ， 跟 三星 note2 相比 ， 瞬间 觉得 4s 好 搓 啊 。 这 屏幕 大小',1
'点解 个个 都 要 搞 饥饿 营销 呢 ？ 好玩 吗 。 在 这方面 ，',1
'# 三星 I9300   GALAXY   SIII 系列 #   好 喜欢 这',1
'翡翠 关公 牌 ， 漂亮 大气 超 大牌 配合 我 的 身材 比较 合适 。',1
'三星 手机 好好 呀 ! 都 不用 p 就照',1
'戴 翡翠',1
'魅族 做 得 很棒 ， 我 觉得 手机',1
'三星 note2 终于 如期而至 ， 好 大好 先进 好 喜欢 。 偶 可爱 的 小破 手机 光荣 退休 。 CO 允少   开心 伐 开心 伐 ， 慢慢 研究 哈 ， 下周 教 我 怎',1
'玻璃 种     翡翠',1
'冰种 缅甸 翡翠 黑冰 龙牌 挂件   - 【 尺 　 　 寸 】   53.7 * 38 * 8.5 mm   （ 高 / 宽 / 厚 ）   - 黑冰 龙牌 极为 少见 - 此 宝贝 雕工 精细 - 适合 男士 佩戴 哦 - 结缘 价 6880 元 - 可 6500 元 出售 哦 - 男士 朋友 看看 哦 - 女性朋友 也 可以 买 了 送',1
喜,1
'受 韩剧 影响 把 手机 输入法 调 成 三星 了 ， 而且 来 了 按键 音 。 越',1
'速哥 换 手机 了 ？ ？ 呵呵 ， 看来 三星 这 款 手机 很受 人 喜欢 呀 ~ ~ ~ 速哥 的 山东 sty',1
'# 我要 Note Ⅱ # 我 为 Note Ⅱ 证言 ： 大学 党 可以 当成 电脑 和 照相机 ， 如此 强大 的 活 只有 三',1
'用大 手机 重要 的 是 显得 脸小 . -',1
'很 美的 翡',1
'我 2 个 姐姐 一个 新买 ip5 一个 买 了 这个 那么 大 的 三星 ！ 注意 ： 它 是',1
'冰种 紫罗兰 缅甸 翡翠 如意 挂件 ， 水润感 非常 好 的 冰种 ， 温润 亮泽 ， 淡淡的 紫色 ， 满含 温馨 的 祝愿 。 水头 十足 ， 贴身 佩戴 舒适 ！ 如意 形状 如 心 、 如云 、 如芝 ，',1
'其实 保险 也 有 有力 的 一面   不要 轻易 拒绝 别人   给 他人 一个 机会',1
'极品 翡翠 飘花 玻璃 种 观音 ， 真可',1
'# 新品 上架 #   超美冰种   三彩   翡翠   纯银 手链 / 脚链 - 可 定制 ， 三彩 的 翡翠 小料 颜色 非常 漂亮 ， 种好 细腻 ， 搭配 纯银 链子 不论 当 手链 还是 脚链 ， 佩戴 效果 都 非常 好 ， 看到 实物 的 朋友 都 赞不绝口 呢   http : / / t . cn',1
'三星 I919 （ GALAXY   S   II   ） 配有 4.52 寸 电容 屏幕 ， 采用 高通 8655 处理器 ， 主频 为 1.5 GHz ， 这般 功力 即使 在 今天 也 非同小可 。 TA 的 主屏 采用 了 材质 为 SUPER   AMOLED 高清 屏幕 ， 所以 手机 在 显示 效果 上 ， 画面 清晰 艳丽 。 另外 ， 它 还有 支',1
'玉石 翡翠 什',1
'送给 老婆 的 手机 快递 送 了 12 天才 到 ， 水货 的 三星   galaxy  ',1
'三星 手机 很 有意思 的 呢 ， 还 可以 。',1
'小米 真心 好用 ， 本来 想 买 三星 I9300 , 但 某位 手机 发烧友 送 我 一台 小米 当 圣诞礼物 ， 昨晚 才 收到 手机 ， 玩 小米 到 了 凌晨 4 点 ， 觉得 一点 不输给 三星 i9300 ， 雷 大哥 军   您 是 国人 的 骄傲 。 发条 微博来 感谢 一下 您 让 我 改变 了 对 国产手机 的 态度 。 最后 谢谢 送 我',1
'好 漂亮 的 翡翠 ， 好 帅气 的 爹 ， 冲 这',1
'极为 简洁 又 不失 奢华 的 一对 耳钉 ， 无论是 日常 的 佩戴 还是 搭配 晚礼服 ， 皆 能 彰显 顾盼 间 的 神彩 。 满绿 老坑 玻璃 种 的 翡翠 旦面 ， 与 环伺 在 侧 的 两个 半圆形 上 的 钻石 光芒 相得益彰 ， 更 衬得 翡',1
'很 超值 的 一款 挂件 ， 种质 很 细腻 ， 雕工 也 很 不错 ， 现在 是 特价 3000 元   冰种 晴水 缅甸 翡翠',1
'温润 的 翡翠 镯头 ， 带 着 好 舒服 ， 今年 的 生日礼物 ，',1
'2013 年 ， 女生 适合 带 什么 可以 转运 呢 ？ 各位 女生 可 千万 不要 带错 哦 ！ 纯天然 祖母绿 翡翠 ， 带上 身 的 效果 不仅 高档 而且 不过 于 炫目 ， 更 重要 的 是 不 小气 。 豆子 的 意义 是 多福 。 要 福气 的 女生 今年 可以 带 豆子 在 身上 保佑',1
'这些 翡翠 虽然 和慈禧 陪葬 的 那些 翡翠 比 起来 逊色 很多 ， 但 看',1
'应该 是 豹纹 花青 原料 ， 翡翠 首饰 是 高雅 圣洁 的 象征 ， 这款 吊 坠 加上 流行 的 豹纹 元素 ， 让 人 眼前一亮 ~ 小梅 001   essa',1
